[VAMS][2018-04-25 10:44:18,307] INFO | 初始化成功...... | [main] com.huir.mina.customservice.CustomMinaService.main(37)
[VAMS][2018-04-25 13:38:20,998] INFO | messageReceived：   客户端端接收到的数据 -----> Service:连接成功 | [NioProcessor-2] com.huir.mina.customtelnet.CustomTelnetHandler.messageReceived(36)
[VAMS][2018-04-25 13:39:21,004] INFO | 为了生存 ----客户端主动发送心跳包 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.getRequest(19)
[VAMS][2018-04-25 13:39:21,006] INFO | 14;客户端发送心跳包;8  ---------------> 14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 13:39:21,008] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 13:39:21,010] INFO | ================接收到心跳包=============== | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(41)
[VAMS][2018-04-25 13:39:21,008] INFO | 客户端发送心跳包 ------》  14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isRequest(38)
[VAMS][2018-04-25 13:39:21,011] INFO | 15;服务端接收到了心跳包;10  ---------------> 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 13:39:21,014] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 13:39:21,015] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 13:39:21,016] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 13:40:21,021] INFO | 为了生存 ----客户端主动发送心跳包 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.getRequest(19)
[VAMS][2018-04-25 13:40:21,022] INFO | 14;客户端发送心跳包;8  ---------------> 14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 13:40:21,024] INFO | 客户端发送心跳包 ------》  14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isRequest(38)
[VAMS][2018-04-25 13:40:21,025] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 13:40:21,027] INFO | ================接收到心跳包=============== | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(41)
[VAMS][2018-04-25 13:40:21,028] INFO | 15;服务端接收到了心跳包;10  ---------------> 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 13:40:21,031] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 13:40:21,032] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 13:40:21,033] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 13:41:15,603] INFO | 客户端断开连接 | [NioProcessor-2] com.huir.mina.customtelnet.CustomTelnetHandler.sessionClosed(49)
[VAMS][2018-04-25 13:41:19,611] INFO | 重连服务器登录失败,3秒再连接一次 | [NioProcessor-2] com.huir.mina.customtelnet.CustomMinaTelnet$1.sessionDestroyed(72)
[VAMS][2018-04-25 13:41:23,613] INFO | 重连服务器登录失败,3秒再连接一次 | [NioProcessor-2] com.huir.mina.customtelnet.CustomMinaTelnet$1.sessionDestroyed(72)
[VAMS][2018-04-25 13:41:27,616] INFO | 重连服务器登录失败,3秒再连接一次 | [NioProcessor-2] com.huir.mina.customtelnet.CustomMinaTelnet$1.sessionDestroyed(72)
[VAMS][2018-04-25 13:41:30,555] INFO | 初始化成功...... | [main] com.huir.mina.customservice.CustomMinaService.main(37)
[VAMS][2018-04-25 13:41:30,634] INFO | 重连成功!!   ip[127.0.0.1]   host[7485] | [NioProcessor-2] com.huir.mina.customtelnet.CustomMinaTelnet$1.sessionDestroyed(68)
[VAMS][2018-04-25 13:42:30,623] INFO | 为了生存 ----客户端主动发送心跳包 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.getRequest(19)
[VAMS][2018-04-25 13:42:30,624] INFO | 14;客户端发送心跳包;8  ---------------> 14;客户端发送心跳包;8 | [NioProcessor-3] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 13:42:30,626] INFO | 客户端发送心跳包 ------》  14;客户端发送心跳包;8 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.isRequest(38)
[VAMS][2018-04-25 13:42:30,632] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 13:42:30,639] INFO | ================接收到心跳包=============== | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(41)
[VAMS][2018-04-25 13:42:30,648] INFO | 15;服务端接收到了心跳包;10  ---------------> 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 13:42:30,657] DEBUG | Processing a MESSAGE_RECEIVED for session 2 | [NioProcessor-3] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 13:42:30,658] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 13:42:30,659] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 13:43:30,664] INFO | 为了生存 ----客户端主动发送心跳包 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.getRequest(19)
[VAMS][2018-04-25 13:43:30,665] INFO | 14;客户端发送心跳包;8  ---------------> 14;客户端发送心跳包;8 | [NioProcessor-3] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 13:43:30,667] INFO | 客户端发送心跳包 ------》  14;客户端发送心跳包;8 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.isRequest(38)
[VAMS][2018-04-25 13:43:30,668] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 13:43:30,669] INFO | ================接收到心跳包=============== | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(41)
[VAMS][2018-04-25 13:43:30,670] INFO | 15;服务端接收到了心跳包;10  ---------------> 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 13:43:30,672] DEBUG | Processing a MESSAGE_RECEIVED for session 2 | [NioProcessor-3] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 13:43:30,673] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 13:43:30,674] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 13:44:30,678] INFO | 为了生存 ----客户端主动发送心跳包 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.getRequest(19)
[VAMS][2018-04-25 13:44:30,679] INFO | 14;客户端发送心跳包;8  ---------------> 14;客户端发送心跳包;8 | [NioProcessor-3] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 13:44:30,681] INFO | 客户端发送心跳包 ------》  14;客户端发送心跳包;8 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.isRequest(38)
[VAMS][2018-04-25 13:44:30,681] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 13:44:30,683] INFO | ================接收到心跳包=============== | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(41)
[VAMS][2018-04-25 13:44:30,684] INFO | 15;服务端接收到了心跳包;10  ---------------> 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 13:44:30,686] DEBUG | Processing a MESSAGE_RECEIVED for session 2 | [NioProcessor-3] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 13:44:30,688] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 13:44:30,688] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 13:45:12,537] INFO | 服务器断开连接 | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.sessionClosed(55)
[VAMS][2018-04-25 16:18:28,389] INFO | 初始化成功...... | [main] com.huir.mina.customservice.CustomMinaService.main(37)
[VAMS][2018-04-25 16:18:34,281] INFO | 客户端连接成功..... | [main] com.huir.mina.customtelnet.CustomMinaTelnet.connection(86)
[VAMS][2018-04-25 16:18:34,285] INFO | 12;Telnet:发送请求连接消息;15  ---------------> 12;Telnet:发送请求连接消息;15 | [main] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 16:18:34,288] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 16:18:34,290] INFO | messageReceived：   服务端接收到的数据 -----> Telnet:发送请求连接消息 | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(36)
[VAMS][2018-04-25 16:18:34,293] INFO | 13;Service:连接成功;12  ---------------> 13;Service:连接成功;12 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 16:18:34,296] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 16:18:34,298] INFO | 13 | [NioProcessor-2] com.huir.mina.customtelnet.CustomTelnetHandler.messageReceived(31)
[VAMS][2018-04-25 16:18:34,298] INFO | messageReceived：   客户端端接收到的数据 -----> Service:连接成功   msgLength 12 | [NioProcessor-2] com.huir.mina.customtelnet.CustomTelnetHandler.messageReceived(36)
[VAMS][2018-04-25 16:18:54,301] INFO | 为了生存 ----客户端主动发送心跳包 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.getRequest(19)
[VAMS][2018-04-25 16:18:54,302] INFO | 14;客户端发送心跳包;8  ---------------> 14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 16:18:54,304] INFO | 客户端发送心跳包 ------》  14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isRequest(38)
[VAMS][2018-04-25 16:18:54,306] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 16:18:54,308] INFO | ================接收到心跳包=============== | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(41)
[VAMS][2018-04-25 16:18:54,309] INFO | 15;服务端接收到了心跳包;10  ---------------> 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 16:18:54,311] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 16:18:54,312] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 16:18:54,313] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 16:19:14,318] INFO | 为了生存 ----客户端主动发送心跳包 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.getRequest(19)
[VAMS][2018-04-25 16:19:14,319] INFO | 14;客户端发送心跳包;8  ---------------> 14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 16:19:14,321] INFO | 客户端发送心跳包 ------》  14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isRequest(38)
[VAMS][2018-04-25 16:19:14,321] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 16:19:14,323] INFO | ================接收到心跳包=============== | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(41)
[VAMS][2018-04-25 16:19:14,324] INFO | 15;服务端接收到了心跳包;10  ---------------> 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 16:19:14,326] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 16:19:14,327] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 16:19:14,328] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 16:19:34,330] INFO | 为了生存 ----客户端主动发送心跳包 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.getRequest(19)
[VAMS][2018-04-25 16:19:34,331] INFO | 14;客户端发送心跳包;8  ---------------> 14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 16:19:34,333] INFO | 客户端发送心跳包 ------》  14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isRequest(38)
[VAMS][2018-04-25 16:19:34,333] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 16:19:34,335] INFO | ================接收到心跳包=============== | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(41)
[VAMS][2018-04-25 16:19:34,336] INFO | 15;服务端接收到了心跳包;10  ---------------> 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 16:19:34,338] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 16:19:34,339] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 16:19:34,340] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 16:19:35,960] INFO | 客户端断开连接 | [NioProcessor-2] com.huir.mina.customtelnet.CustomTelnetHandler.sessionClosed(49)
[VAMS][2018-04-25 16:19:39,967] INFO | 重连服务器登录失败,3秒再连接一次 | [NioProcessor-2] com.huir.mina.customtelnet.CustomMinaTelnet$1.sessionDestroyed(70)
[VAMS][2018-04-25 16:19:43,965] INFO | 重连服务器登录失败,3秒再连接一次 | [NioProcessor-2] com.huir.mina.customtelnet.CustomMinaTelnet$1.sessionDestroyed(70)
[VAMS][2018-04-25 16:19:47,967] INFO | 重连服务器登录失败,3秒再连接一次 | [NioProcessor-2] com.huir.mina.customtelnet.CustomMinaTelnet$1.sessionDestroyed(70)
[VAMS][2018-04-25 16:19:48,572] INFO | 初始化成功...... | [main] com.huir.mina.customservice.CustomMinaService.main(37)
[VAMS][2018-04-25 16:19:50,978] INFO | 重连成功!!   ip[127.0.0.1]   host[7485] | [NioProcessor-2] com.huir.mina.customtelnet.CustomMinaTelnet$1.sessionDestroyed(66)
[VAMS][2018-04-25 16:20:10,973] INFO | 为了生存 ----客户端主动发送心跳包 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.getRequest(19)
[VAMS][2018-04-25 16:20:10,974] INFO | 14;客户端发送心跳包;8  ---------------> 14;客户端发送心跳包;8 | [NioProcessor-3] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 16:20:10,976] INFO | 客户端发送心跳包 ------》  14;客户端发送心跳包;8 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.isRequest(38)
[VAMS][2018-04-25 16:20:10,982] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 16:20:10,991] INFO | ================接收到心跳包=============== | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(41)
[VAMS][2018-04-25 16:20:11,001] INFO | 15;服务端接收到了心跳包;10  ---------------> 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(24)
[VAMS][2018-04-25 16:20:11,010] DEBUG | Processing a MESSAGE_RECEIVED for session 2 | [NioProcessor-3] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-25 16:20:11,011] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 16:20:11,012] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-3] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-25 16:20:12,294] INFO | 客户端断开连接 | [NioProcessor-3] com.huir.mina.customtelnet.CustomTelnetHandler.sessionClosed(49)
[VAMS][2018-04-26 10:44:08,077] INFO | 初始化成功...... | [main] com.huir.mina.customservice.CustomMinaService.main(37)
[VAMS][2018-04-26 10:44:11,967] INFO | 客户端连接成功..... | [main] com.huir.mina.customtelnet.CustomMinaTelnet.connection(87)
[VAMS][2018-04-26 10:44:11,974] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-26 10:44:31,975] INFO | 为了生存 ----客户端主动发送心跳包 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.getRequest(19)
[VAMS][2018-04-26 10:44:40,323] INFO | 服务器断开连接 | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.sessionClosed(66)
[VAMS][2018-04-26 10:47:10,342] INFO | 初始化成功...... | [main] com.huir.mina.customservice.CustomMinaService.main(37)
[VAMS][2018-04-26 10:47:14,425] INFO | 客户端连接成功..... | [main] com.huir.mina.customtelnet.CustomMinaTelnet.connection(86)
[VAMS][2018-04-26 10:47:14,428] INFO | 12;{"Request":"Islogin","Root":"{\"User_ID\":1,\"User_Name\":null,\"CUser_HuaName\":null,\"CUser_PWD\":null,\"Token\":null,\"LoginType\":0,\"StrErr\":\"29ac2566e3078e87e3097d3822e50d7\"}","Parameter":null,"Token":"a173850c55004309929a6a643927dd2d","Querycount":0,"Number":null,"Type":null};286  ---------------> 12;{"Request":"Islogin","Root":"{\"User_ID\":1,\"User_Name\":null,\"CUser_HuaName\":null,\"CUser_PWD\":null,\"Token\":null,\"LoginType\":0,\"StrErr\":\"29ac2566e3078e87e3097d3822e50d7\"}","Parameter":null,"Token":"a173850c55004309929a6a643927dd2d","Querycount":0,"Number":null,"Type":null};286 | [main] com.huir.mina.service.customcodefactory.CustomEnCode.encode(23)
[VAMS][2018-04-26 10:47:14,432] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-26 10:47:23,907] INFO | 客户端断开连接 | [NioProcessor-2] com.huir.mina.customtelnet.CustomTelnetHandler.sessionClosed(49)
[VAMS][2018-04-26 10:47:27,918] INFO | 重连服务器登录失败,3秒再连接一次 | [NioProcessor-2] com.huir.mina.customtelnet.CustomMinaTelnet$1.sessionDestroyed(70)
[VAMS][2018-04-26 10:47:30,215] INFO | 初始化成功...... | [main] com.huir.mina.customservice.CustomMinaService.main(37)
[VAMS][2018-04-26 10:47:30,927] INFO | 重连成功!!   ip[127.0.0.1]   host[7485] | [NioProcessor-2] com.huir.mina.customtelnet.CustomMinaTelnet$1.sessionDestroyed(66)
[VAMS][2018-04-26 10:47:42,633] INFO | 客户端断开连接 | [NioProcessor-3] com.huir.mina.customtelnet.CustomTelnetHandler.sessionClosed(49)
[VAMS][2018-04-26 10:47:49,312] INFO | 初始化成功...... | [main] com.huir.mina.customservice.CustomMinaService.main(37)
[VAMS][2018-04-26 10:47:52,902] INFO | 客户端连接成功..... | [main] com.huir.mina.customtelnet.CustomMinaTelnet.connection(86)
[VAMS][2018-04-26 10:47:52,906] INFO | 12;{"Request":"Islogin","Root":"{\"User_ID\":1,\"User_Name\":null,\"CUser_HuaName\":null,\"CUser_PWD\":null,\"Token\":null,\"LoginType\":0,\"StrErr\":\"29ac2566e3078e87e3097d3822e50d7\"}","Parameter":null,"Token":"a173850c55004309929a6a643927dd2d","Querycount":0,"Number":null,"Type":null};286  ---------------> 12;{"Request":"Islogin","Root":"{\"User_ID\":1,\"User_Name\":null,\"CUser_HuaName\":null,\"CUser_PWD\":null,\"Token\":null,\"LoginType\":0,\"StrErr\":\"29ac2566e3078e87e3097d3822e50d7\"}","Parameter":null,"Token":"a173850c55004309929a6a643927dd2d","Querycount":0,"Number":null,"Type":null};286 | [main] com.huir.mina.service.customcodefactory.CustomEnCode.encode(23)
[VAMS][2018-04-26 10:47:52,910] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-26 10:47:52,912] INFO | messageReceived：   服务端接收到的数据 -----> {"Request":"Islogin","Root":"{\"User_ID\":1,\"User_Name\":null,\"CUser_HuaName\":null,\"CUser_PWD\":null,\"Token\":null,\"LoginType\":0,\"StrErr\":\"29ac2566e3078e87e3097d3822e50d7\"}","Parameter":null,"Token":"a173850c55004309929a6a643927dd2d","Querycount":0,"Number":null,"Type":null} | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(36)
[VAMS][2018-04-26 10:47:52,914] INFO | 13;Service:连接成功;12  ---------------> 13;Service:连接成功;12 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(23)
[VAMS][2018-04-26 10:47:52,917] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-26 10:47:52,919] INFO | 13 | [NioProcessor-2] com.huir.mina.customtelnet.CustomTelnetHandler.messageReceived(31)
[VAMS][2018-04-26 10:47:52,919] INFO | messageReceived：   客户端端接收到的数据 -----> Service:连接成功   msgLength 12 | [NioProcessor-2] com.huir.mina.customtelnet.CustomTelnetHandler.messageReceived(36)
[VAMS][2018-04-26 10:48:12,921] INFO | 为了生存 ----客户端主动发送心跳包 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.getRequest(19)
[VAMS][2018-04-26 10:48:12,924] INFO | 14;客户端发送心跳包;8  ---------------> 14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(23)
[VAMS][2018-04-26 10:48:12,926] INFO | 客户端发送心跳包 ------》  14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isRequest(38)
[VAMS][2018-04-26 10:48:12,926] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-26 10:48:12,928] INFO | ================接收到心跳包=============== | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(41)
[VAMS][2018-04-26 10:48:12,929] INFO | 15;服务端接收到了心跳包;10  ---------------> 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(23)
[VAMS][2018-04-26 10:48:12,932] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-26 10:48:12,934] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-26 10:48:12,935] INFO | 服务端返回心跳 --------》 : 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isResponse(51)
[VAMS][2018-04-26 10:48:32,941] INFO | 为了生存 ----客户端主动发送心跳包 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.getRequest(19)
[VAMS][2018-04-26 10:48:32,942] INFO | 14;客户端发送心跳包;8  ---------------> 14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(23)
[VAMS][2018-04-26 10:48:32,944] INFO | 客户端发送心跳包 ------》  14;客户端发送心跳包;8 | [NioProcessor-2] com.huir.mina.customtelnet.HreatBeat.isRequest(38)
[VAMS][2018-04-26 10:48:32,945] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2018-04-26 10:48:32,946] INFO | ================接收到心跳包=============== | [NioProcessor-2] com.huir.mina.customservice.CustomServiceHandler.messageReceived(41)
[VAMS][2018-04-26 10:48:32,947] INFO | 15;服务端接收到了心跳包;10  ---------------> 15;服务端接收到了心跳包;10 | [NioProcessor-2] com.huir.mina.service.customcodefactory.CustomEnCode.encode(23)
