[VAMS][2018-05-03 14:46:24,024] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,395] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,395] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,395] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,395] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,395] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,395] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,395] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,395] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,395] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,396] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,396] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,397] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,397] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,398] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,398] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,399] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,399] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,400] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,400] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,400] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,400] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,400] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,400] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,400] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,400] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,400] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,400] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,400] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,400] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,400] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,400] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,400] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,400] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,400] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,400] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,400] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,400] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,400] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,400] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,400] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,400] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,400] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,400] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,400] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,400] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,401] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,401] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,401] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,401] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
